id,cheval_id,date,hippodrome,place,distance,specialite,categorie,categorie_backtype,poids,proprietaire,entrainneur,jockey,allocation_totale,prime_proprietaire,prime_eleveur,valeur
,cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,14/06/2009,COLOGNE,1,2.200,P,GR.II,K,0,,,,60.000,0,0,
,cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,10/04/2009,BREME,1,2.100,P,,D,0,,,,3.000,0,0,
,cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,02/11/2008,COLOGNE,5,1.850,P,,D,0,,,,0,0,0,
TnRBbnEvQ0ZUMldjVlhTWGEwWmhwUT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,10/04/2011,PARISLONGCHAMP,5,2.000,P,GR.II,K,56,MORATALLA,DOUMEN (S),RUIS,4.550,0,0,50.0
WS9aNVlhc3NXWTBwclNweHJWRlprdz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,19/03/2011,SAINT-CLOUD,4,2.000,P,GR.III,K,56,MORATALLA,DOUMEN (S),RUIS,8.000,0,0,
S2o1ZnJCa3hQaEtibXJFTEZ3NUlJQT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,26/02/2011,CAGNES-SUR-MER,8,2.500,P,Listed,,"56,5",MORATALLA,DOUMEN (S),RUIS,0,0,0,
dlk3dzkrK3JreFpUMlQxeEJkZklXZz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,09/02/2011,CAGNES-SUR-MER,1,2.500,P,,D,"56,5",MORATALLA,DOUMEN (S),RUIS,12.500,0,0,51.5
UWZuT2wvbXFXb1ByZzl6VFdrc3VlZz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,24/01/2011,CAGNES-SUR-MER,3,2.400,P,,D,59,MORATALLA,DOUMEN (S),RUIS,3.750,0,0,51.5
,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,28/11/2010,TOKYO,15,2.400,P,GR.I,K,0,MORATALLA,DOUMEN (S),,0,0,0,
WTFMTEZvM3dpNWRGdUlpSzJwK1Q0dz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,28/11/2010,TOKYO,15,2.400,P,GR.I,K,0,MORATALLA,DOUMEN (S),,0,0,0,
Rm01Mm5VNjZ1Y2JpcHhLeTk5RXdBZz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,17/10/2010,PARISLONGCHAMP,4,2.400,P,GR.II,K,58,MORATALLA,DOUMEN (S),MENDIZABAL,9.100,0,0,51.5
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,"59,5",MORATALLA,DOUMEN (S),FALLON,0,0,0,
aWR4cUE4VisxUXFYZTdPSEl3UHYxZz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,12/09/2010,PARISLONGCHAMP,3,2.400,P,GR.II,K,58,MORATALLA,DOUMEN (S),SOUMILLON,13.650,0,0,52.0
NjVtelFJclBQYTBqQ2I2R3VyWm1zQT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,06/06/2010,CHANTILLY,2,2.400,P,GR.II,K,56,MORATALLA,DOUMEN (S),SOUMILLON,28.600,0,0,50.5
M3ZiRGFXN2gwdE1zUEl3SC9HWk45QT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,06/05/2010,PARISLONGCHAMP,5,2.400,P,GR.III,K,55,MORATALLA,DOUMEN (S),PESLIER,4.000,0,0,48.5
d3RwSEFjWE0wekZsWlRpenVibng3Zz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,04/04/2010,SAINT-CLOUD,1,2.100,P,,D,56,MORATALLA,DOUMEN (S),MILCZAREK,11.000,0,0,49.0
d2VmNlBCRmUxOTRVSXh2WEpTREtqdz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,31/05/2009,CHANTILLY,5,2.400,P,GR.II,K,56,MORATALLA,DOUMEN (S),PESLIER,4.550,0,0,49.0
SEFhZElCd2tQZm5MakNFT0hXbGVmQT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,04/05/2009,PARISLONGCHAMP,6,2.400,P,GR.III,K,55,MORATALLA,DOUMEN (S),BONILLA,0,0,0,47.0
UGFjTVVPalZleEExTHF5bDlRRW1uUT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,23/03/2009,SAINT-CLOUD,1,2.400,P,Listed,,"57,5",MORATALLA,DOUMEN (S),PESLIER,26.000,0,0,
Rm10dWZwK0tzWkZBOFduS00vZ3J3UT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,03/10/2008,SAINT-CLOUD,1,2.400,P,Listed,,56,MORATALLA,DOUMEN (S),PESLIER,27.500,0,0,45.5
,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,31/08/2008,BADEN-BADEN,2,2.400,P,,D,0,MORATALLA,DOUMEN (S),,11.000,0,0,
QVFlZXJrQmdKWnhHSjd6TXFjaEhiUT09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,04/08/2008,CLAIREFONTAINE,1,2.400,P,,F,58,MORATALLA,DOUMEN (S),PASQUIER,11.000,0,0,
eVp4NWdZcElhNHAxOHc0UjUzbVVkdz09,N3pWTlNoMTFVRXd3R3hiVHV4SjVEdz09,04/07/2008,CLAIREFONTAINE,2,2.400,P,,F,58,MORATALLA,DOUMEN (S),PASQUIER,4.400,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,10/09/2011,CURRAGH,1,2.900,P,GR.I,K,0,,,,127.600,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,20/08/2011,YORK,2,3.280,P,GR.II,K,0,,,,34.967,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,16/06/2011,ASCOT,6,4.000,P,GR.I,K,0,,,,4.274,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,13/05/2011,YORK,1,2.800,P,GR.II,K,0,,,,92.330,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,"59,5",NORMANDIE STUD LIMITED,GOSDEN,BUICK,0,0,0,54.0
aWR4cUE4VisxUXFYZTdPSEl3UHYxZz09,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,12/09/2010,PARISLONGCHAMP,1,2.400,P,GR.II,K,58,NORMANDIE STUD LIMITED,GOSDEN,BUICK,74.100,0,0,54.0
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,30/07/2010,GOODWOOD,4,2.400,P,GR.III,K,0,,,,4.233,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,19/06/2010,ASCOT,2,2.400,P,GR.II,K,0,,,,30.289,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,08/05/2010,ASCOT,2,2.400,P,Listed,,0,,,,9.693,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,08/08/2009,HAYDOCK,3,2.100,P,GR.III,K,0,,,,7.350,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,09/07/2009,NEWMARKET JULY,9,2.400,P,GR.II,K,0,,,,0,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,05/06/2009,EPSOM,4,2.400,P,GR.I,K,0,,,,13.686,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,09/05/2009,ASCOT,1,2.400,P,Listed,,0,,,,23.840,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,22/04/2009,EPSOM,1,2.000,P,HAND.,D,0,,,,32.709,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,01/11/2008,NEWMARKET,7,2.000,P,Listed,,0,,,,0,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,03/10/2008,NEWMARKET,6,2.400,P,Listed,,0,,,,810,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,18/09/2008,PONTEFRACT,1,2.000,P,,D,0,,,,5.299,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,04/08/2008,WINDSOR,2,2.000,P,,D,0,,,,1.099,0,0,
,ME03Q3ZUVFNjN09uSjc2anZVOUdqdz09,18/07/2008,NEWMARKET JULY,2,1.600,P,,D,0,,,,2.103,0,0,
,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,05/11/2010,CHURCHILL DOWNS,11,2.200,P,GR.I,K,0,WERTHEIMER & FRERE,FABRE,,0,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,58,WERTHEIMER & FRERE,FABRE,PESLIER,0,0,0,52.5
MmEreEZGUFgwL1FaRS9vWk1BREFtQT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,12/09/2010,PARISLONGCHAMP,2,2.400,P,GR.I,K,"58,5",WERTHEIMER & FRERE,FABRE,PESLIER,80.010,38.404,16.577,52.5
bEtnSE9IcE9Oc2pZTjhPTzdQb2lqdz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,27/06/2010,SAINT-CLOUD,1,2.400,P,GR.I,K,"56,5",WERTHEIMER & FRERE,FABRE,PESLIER,228.560,109.708,47.357,
TjFCNmJKRG5EQXJCK1o0anFZaFQvUT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,24/05/2010,SAINT-CLOUD,1,2.100,P,GR.II,K,55,WERTHEIMER & FRERE,FABRE,PESLIER,74.100,35.568,15.353,51.0
cGFZYnVpLzFnZEZlR01MakdYdEQxZz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,03/05/2010,CHANTILLY,4,2.000,P,GR.III,K,55,WERTHEIMER & FRERE,FABRE,PESLIER,8.000,3.840,1.657,
S2JVMjVjWk5DTE95eVpVOER3ckgrQT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,09/04/2010,SAINT-CLOUD,4,2.100,P,,B,55,WERTHEIMER & FRERE,FABRE,PESLIER,3.300,1.584,683,51.0
Snd4TWd4OVU4RHhsNjNsVmdpM0xYUT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,03/10/2009,PARISLONGCHAMP,3,2.500,P,GR.II,K,54,WERTHEIMER & FRERE,FABRE,PESLIER,11.375,7.166,2.595,51.0
dnpwS21ic0hNYkwzOVEwVFhHcXZ6dz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,13/09/2009,PARISLONGCHAMP,2,2.400,P,GR.I,K,"54,5",WERTHEIMER & FRERE,FABRE,PESLIER,68.580,43.205,15.649,
RHlmNUY4NFNacU1jKzJlL0pCZXR5Zz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,01/08/2009,DEAUVILLE,3,2.000,P,GR.III,K,56,WERTHEIMER & FRERE,FABRE,PESLIER,12.000,7.560,2.738,
TW1jbWZGSXBPTXlobjVuNWhkTjIxUT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,14/06/2009,CHANTILLY,3,2.100,P,GR.I,K,57,WERTHEIMER & FRERE,FABRE,PESLIER,91.440,57.607,20.866,
WDR3ZHFadWVBTXgvNDJhclhENHBpQT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,17/05/2009,PARISLONGCHAMP,5,2.000,P,GR.I,K,57,WERTHEIMER & FRERE,FABRE,PESLIER,7.150,4.504,1.631,48.0
aU5Ba2JlR0laK3JEcHVvYWRnSEY3QT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,13/04/2009,SAINT-CLOUD,2,2.100,P,GR.III,K,57,WERTHEIMER & FRERE,FABRE,PESLIER,16.000,10.080,3.651,49.0
cit5RU5ZSU85Rm1JYjNpdnljamlvUT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,05/10/2008,PARISLONGCHAMP,4,1.600,P,GR.I,K,56,WERTHEIMER & FRERE,FABRE,PESLIER,17.130,12.847,4.196,49.0
Nm4vZ05OVmg2dUgvYnh4d1NEOXNRZz09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,05/09/2008,PARISLONGCHAMP,1,1.600,P,ETALONS,B,"55,5",WERTHEIMER & FRERE,FABRE,PESLIER,17.000,12.750,4.165,
WHdPTXlOVVFDV0czMS94NU5STjRUQT09,R1pOYmw0WDNHVEN5Vk1ZcXpJMVozUT09,05/08/2008,DEAUVILLE,4,1.500,P,ETALONS,B,"54,5",WERTHEIMER & FRERE,FABRE,PESLIER,3.400,2.550,833,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,01/10/2011,BELMONT,1,2.400,P,GR.I,K,0,,,,224.517,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,13/08/2011,ARLINGTON PARK,1,2.000,P,GR.I,K,0,,,,431.073,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,09/07/2011,BELMONT,1,2.200,P,GR.I,K,"54,5",,,,269.420,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,14/06/2011,ASCOT,6,1.600,P,GR.I,K,0,,,,3.921,0,0,
RkNBVkJPaURaWFpKbVFuOXpsSkxwQT09,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,30/04/2011,PARISLONGCHAMP,4,2.100,P,GR.I,K,58,HAY/SMITH/MAGNIER/TABOR,O'BRIEN,SPENCER,17.130,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,26/03/2011,MEYDAN,4,2.000,P,GR.I,K,0,,,,374.195,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,D.SMITH/MME J.MAGNIER/M.TABOR,O'BRIEN,SOUMILLON,0,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,04/09/2010,LEOPARDSTOWN,1,2.000,P,GR.I,K,0,,,,434.500,0,0,57.0
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,24/07/2010,ASCOT,2,2.400,P,GR.I,K,0,,,,242.313,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,27/06/2010,CURRAGH,1,2.400,P,GR.I,K,57,,,,725.000,0,0,
T3RYT1hWUEpBaGEwcldUbmNLVHJ4dz09,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,06/06/2010,CHANTILLY,10,2.100,P,GR.I,K,58,D.SMITH/MME J.MAGNIER/M.TABOR,O'BRIEN,MURTAGH,0,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,13/05/2010,YORK,1,2.100,P,GR.II,K,0,,,,95.884,0,0,52.0
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,22/08/2009,FAIRYHOUSE,1,1.400,P,GR.II,K,0,,,,69.000,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,23/07/2009,LEOPARDSTOWN,1,1.400,P,GR.III,K,0,,,,40.362,0,0,
,OUJEVm4yNXZYaDdFZFEvY1JudlZiUT09,10/06/2009,FAIRYHOUSE,1,1.400,P,,D,0,,,,11.401,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,GESTUT AMMERLAND,FABRE,GUYON,0,0,0,56.0
dUlBa3FIdStTWGRnaVd0d2dWbHhjUT09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,05/09/2010,PARISLONGCHAMP,5,1.600,P,GR.I,K,56,GESTUT AMMERLAND,FABRE,GUYON,12.870,0,0,56.0
SkN1eUcvMnR5VWtyakRzc0FLaXZPUT09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,04/07/2010,CHANTILLY,8,1.600,P,GR.I,K,58,GESTUT AMMERLAND,FABRE,GUYON,0,0,0,
T3RYT1hWUEpBaGEwcldUbmNLVHJ4dz09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,06/06/2010,CHANTILLY,1,2.100,P,GR.I,K,58,GESTUT AMMERLAND,FABRE,GUYON,857.100,0,0,56.0
TEJqaTNvQWZ2ZVlSTkFWT1Q0dEVaQT09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,16/05/2010,PARISLONGCHAMP,1,1.600,P,GR.I,K,58,GESTUT AMMERLAND,FABRE,GUYON,257.130,0,0,54.5
RUkyRkEzN0REQkVCYlNoWldUcGc1Zz09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,25/04/2010,PARISLONGCHAMP,3,1.600,P,GR.III,K,58,GESTUT AMMERLAND,FABRE,GUYON,12.000,0,0,50.5
cE9mTFZvYUpWN0xscUhPQjk2Zjg5QT09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,04/10/2009,PARISLONGCHAMP,4,1.400,P,GR.I,K,57,GESTUT AMMERLAND,FABRE,GUYON,19.985,0,0,50.5
UXpZSHNYM0wvcm1VVXgzR0hWQ2lidz09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,13/09/2009,PARISLONGCHAMP,1,1.400,P,,B,57,GESTUT AMMERLAND,FABRE,GUYON,17.000,0,0,
YTZiWFZSem53TGMxNU5Dd0xwaDBCZz09,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,26/08/2009,DEAUVILLE,1,1.500,P,,F,58,GESTUT AMMERLAND,FABRE,GUYON,12.000,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,03/10/2010,PARISLONGCHAMP,99,2.400,P,GR.I,K,56,MAGNIER/TABOR/SMITH/DENFORD,O'BRIEN,HEFFERNAN,0,0,0,
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,11/09/2010,DONCASTER,2,2.900,P,GR.I,K,0,,,,121.157,0,0,53.5
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,17/08/2010,YORK,2,2.400,P,GR.II,K,0,,,,35.327,0,0,
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,27/06/2010,CURRAGH,2,2.400,P,GR.I,K,57,,,,250.000,0,0,
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,05/06/2010,EPSOM,5,2.400,P,GR.I,K,0,,,,41.163,0,0,
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,09/05/2010,LEOPARDSTOWN,1,2.000,P,GR.II,K,0,,,,65.000,0,0,
UUtVL0l5b3JWdmpoWjJjdHJBUWZ4UT09,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,01/11/2009,SAINT-CLOUD,4,1.600,P,GR.I,K,57,MAGNIER/TABOR/SMITH/DENFORD,O'BRIEN,MURTAGH,14.275,0,0,50.0
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,12/10/2009,CURRAGH,1,1.400,P,,D,0,,,,8.983,0,0,
,dVl6cnIxd1ZTSlg0TVZJK0g4QnVKZz09,26/09/2009,GOWRAN PARK,3,1.600,P,,D,0,,,,1.240,0,0,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,02/11/2013,HIP. ETATS UNIS,11,2.000,P,GR.I,K,57,,,,0,0,0,
QVdBc202dDA0YVJNNi9Kd1oxSWZZdz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,05/10/2013,PARISLONGCHAMP,12,1.950,P,GR.II,K,57,AL THANI,BOTTI,PESLIER,0,0,0,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,24/08/2013,WINDSOR,1,2.000,P,GR.III,K,57,,,,41.693,0,4.169,
QlR0bXI3NkNMYTJ4NjE4RER3MzRBQT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,26/05/2013,PARISLONGCHAMP,2,1.850,P,GR.I,K,58,AL THANI,BOTTI,SOUMILLON,57.150,24.574,11.441,53.0
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,30/03/2013,MEYDAN,3,2.000,P,GR.I,K,57,,,,757.914,0,0,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,23/02/2013,LINGFIELD,1,2.000,P,Listed,,57,,,,25.711,0,2.571,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,22/08/2012,YORK,7,2.100,P,GR.I,K,0,,,,0,0,0,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,20/06/2012,ASCOT,7,2.000,P,GR.I,K,0,,,,0,0,0,
dFpWK3RDd1Fybmxxbm1mZFhtZkJkUT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,27/05/2012,PARISLONGCHAMP,2,1.850,P,GR.I,K,58,A. AL FALASI/M.A. ALBOUSI,BOTTI,SOUMILLON,57.150,27.432,11.841,54.5
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,31/03/2012,MEYDAN,3,2.000,P,GR.I,K,0,,,,772.860,0,0,
MmEreEZGUFgwL1FaRS9vWk1BREFtQT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,11/09/2011,PARISLONGCHAMP,8,1.600,P,GR.I,K,58,ECURIE WILDENSTEIN,LELLOUCHE,SOUMILLON,0,0,0,55.5
WVBrQ21NY3FVbm1FTlk3WWJFTlhldz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,15/08/2011,DEAUVILLE,5,1.600,P,GR.I,K,59,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,17.160,8.236,3.555,
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,15/06/2011,ASCOT,4,2.000,P,GR.I,K,0,ECURIE WILDENSTEIN,LELLOUCHE,,24.954,0,0,
RkNBVkJPaURaWFpKbVFuOXpsSkxwQT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,30/04/2011,PARISLONGCHAMP,1,2.100,P,GR.I,K,58,ECURIE WILDENSTEIN,LELLOUCHE,SOUMILLON,171.420,82.281,35.518,55.5
TnRBbnEvQ0ZUMldjVlhTWGEwWmhwUT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,10/04/2011,PARISLONGCHAMP,1,2.000,P,GR.II,K,"57,5",ECURIE WILDENSTEIN,LELLOUCHE,SOUMILLON,74.100,35.568,15.353,55.0
,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,12/12/2010,SHA TIN,5,2.000,P,GR.I,K,0,ECURIE WILDENSTEIN,LELLOUCHE,,59.077,0,0,
WTFMTEZvM3dpNWRGdUlpSzJwK1Q0dz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,12/12/2010,SHA TIN,5,2.000,P,GR.I,K,0,ECURIE WILDENSTEIN,LELLOUCHE,,59.077,0,0,
N3RycGd1V3UxVFB2NjNyOW4yS1FwZz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,03/10/2010,PARISLONGCHAMP,DI,2.400,P,GR.I,K,56,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,0,0,0,55.0
QmxrZDNyWFZIQWhtOE5zTFptRzBTdz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,12/09/2010,PARISLONGCHAMP,2,2.400,P,GR.II,K,58,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,28.600,18.018,6.526,55.0
RTFhNWtwRGUwZjZHQm5aK09zdVVMQT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,14/07/2010,PARISLONGCHAMP,2,2.400,P,GR.I,K,58,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,137.160,86.410,31.299,54.5
T3RYT1hWUEpBaGEwcldUbmNLVHJ4dz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,06/06/2010,CHANTILLY,2,2.100,P,GR.I,K,58,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,342.900,216.027,78.249,53.0
dzNvRktxN1NVejFaSmMwSkFOa0F0Zz09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,11/04/2010,PARISLONGCHAMP,1,2.100,P,GR.II,K,58,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,74.100,46.683,16.909,53.0
Rm10dWZwK0tzWkZBOFduS00vZ3J3UT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,24/09/2009,SAINT-CLOUD,1,1.600,P,ETALONS,B,57,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,17.000,12.750,4.165,47.0
SEFvTmZ6R0FRTmxlTVloTkRNYm4xQT09,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,02/09/2009,CHANTILLY,2,1.600,P,ETALONS,B,57,ECURIE WILDENSTEIN,LELLOUCHE,CRASTUS,6.800,5.100,1.666,
