id,annee,Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,9,going somewhere brz m.ps. 4 a.,ZWd4UmkyYTlrK25ZTGRQcFhBWUZ2QT09,7.0,Par: SULAMANI  et ANGEL STAR (SPECIAL NASH),NEZ (Corde:04),,BENJAMIN  STEINBRUCH,D. SMAGA,GREGORY  BENOIST,59 kg,,,,,,,HARAS PHILLIPSON
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,10,meandre  m.ps. 5 a.,YWhNKzJ4SXd1QWl3MHo3Sm9QYjU0dz09,5.0,Par: SLICKLY  et PENNE (SEVRES ROSE),CTE (Corde:02),,RAMZAN  KADYROV,A. SHAVUYEV,UMBERTO  RISPOLI,"59,5kg",,,,S,,,FAMILLE ROTHSCHILD
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,11,sahawar  m.ps. 3 a.,a1hqWDF1YXFCdVFhNm45MjNSMzB5QT09,16.0,Par: DARK ANGEL  et SAARYEH (ROYAL ACADEMY),(Corde:16),,SIMON  SPRINGER,C. FERLAND (S),MR THIERRY  THULLIEZ,56 kg,,,,,,,HARAS DE BEAUVOIR
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,12,leading light ire m.ps. 3 a.,SW1mT05IeUpoYkVjSGl3M3BWbW9Tdz09,11.0,Par: MONTJEU  et DANCE PARADE (GONE WEST),(Corde:05),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,GERALD  MOSSE,56 kg,,,,S,,1.0,LYNCH-BAGES LTD
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,13,joshua tree ire m.ps. 6 a.,WWxFUyt2Qmc4djI4VE9PM3FlRTAxQT09,4.0,Par: MONTJEU  et MADEIRA MIST (GRAND LODGE),(Corde:14),,K.K. AL NABOODA/K. ALBAHOU,EAL. DUNLOP,RICHARD  HUGHES,"59,5kg",,,,,,,"CASTLEMARTIN STUD,  ECURIE SKYMARC FARM"
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,14,ocovango gb m.ps. 3 a.,YzBpaVBQcnZ4Nko1WmRudDg5eUVOUT09,12.0,Par: MONSUN  et CRYSTAL MAZE (GONE WEST),(Corde:13),,PRCE A.  FAISAL,A. FABRE (S),STEPHANE  PASQUIER,56 kg,,,,,,,WATERSHIP DOWN STUD
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,15,pirika (ire) f.ps. 5 a.,ak04VG9jcmlLQ3gxQ2l5ZExmMGdBUT09,9.0,Par: MONSUN  et PAITA (INTIKHAB),(Corde:03),,TERUYA  YOSHIDA,A. FABRE (S),PIERRE-CHARLES  BOUDOT,58 kg,,,,,,,SHADAI FARM
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,16,very nice name  m.ps. 4 a.,RWZHOFk2dm1RMytaUCtzTU4xZ0Q3QT09,1.0,Par: WHIPPER  et NAMONA (HALLING),(Corde:01),,S.A. CHEIKH ABDULLAH BIN KHALIFA  AL THA,A.DE MIEULLE,PIERANTONIO  CONVERTINO,"59,5kg",,,,,,,R. BOUCRET
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,17,haya landa  f.ps. 5 a.,alJjOVppdmZJZ2RTaGZFMmVqZVZlUT09,8.0,Par: LANDO  et HAYA SAMMA (PIVOTAL),(Corde:17),,MME ODETTE  FAU,MME L. AUDON,FRANCK  BLONDEL,58 kg,,,,,,,MME O. FAU
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,NP,NOVELLIST,WnJNU21TZ1VWeGkwQm1VaERpa2VKdz09,2.0,CERTIFICAT VETERINAIRE,,,,,,,,,,,,,
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,1,peintre celebre usa m.ps. 3 a.,T29BOHFrSVdxK0RGdGYzejBxNnZ6dz09,13.0,Par: NUREYEV  et PEINTURE BLEUE (ALYDAR),(Corde:02),,SUC. DANIEL  WILDENSTEIN,A. FABRE,OLIVIER  PESLIER,56 kg,609.796,,,,,,ALLEZ FRANCE STABLES
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,2,pilsudski ire m.ps. 5 a.,T1FSUTdXMWFzaEhxc2lINnVXTFFHZz09,9.0,Par: POLISH PRECEDENT  et COCOTTE (TROY),5.L (Corde:15),,LORD WEINSTOCK/SUC S.WEINSTOCK,SIR MR. STOUTE,MR MICHAEL J.  KINANE,"59,5kg",243.918,,,,,,BALLYMACOLL STUD FARM LTD
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,3,borgia ger f.ps. 3 a.,Ri9OeUVIOXBCWmtlSnZLZ3htQm03UT09,15.0,Par: ACATENANGO  et BRITANNIA (TARIM),2.5 (Corde:01),,GESTUT AMMERLAND,SUC. B. SCHUTZ,KIEREN-FRANCIS  FALLON,"54,5kg",121.959,,,S,,,GESTUT AMMERLAND
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,4,oscar schindler ire m.ps. 5 a.,ZUNocmNGWVFTME9hN24zRjFwQy9MZz09,8.0,Par: ROYAL ACADEMY  et SARADAY (NORTHFIELDS),CTT (Corde:12),,OLIVER  LEHANE,K. PRENDERGAST,CASH  ASMUSSEN,"59,5kg",60.98,,,,,,O. LEHANE
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,5,predappio gb m.ps. 4 a.,RWUra25OV0hpbno0VndHZ2cwTktjZz09,6.0,Par: POLISH PRECEDENT  et KHALAFIYA (DARSHAAN),CTT (Corde:11),,GODOLPHIN,S. BIN SUROOR,MR JOHN-ANDREW  REID,"59,5kg",30.49,,,,,1.0,CHEIK MOBR. AL MAKTOUM
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,6,helissio  m.ps. 4 a.,NVRMa3p3MjduelJRSUxRRU0vU2xQZz09,11.0,Par: FAIRY KING  et HELICE (SLEWPY),CTE (Corde:05),,SUC. ENRIQUE  SARASOLA,E. LELLOUCHE,MR DOMINIQUE  BOEUF,"59,5kg",,,,,,,ECURIE SKYMARC FARM
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,7,swain ire m.ps. 5 a.,ZWhsREtNSWVCN0FBVUlKcmhUR2szQT09,7.0,Par: NASHWAN  et LOVE SMITTEN (KEY TO THE MINT),ENC (Corde:13),,GODOLPHIN,S. BIN SUROOR,LANFRANCO  DETTORI,"59,5kg",,,,,,1.0,CHEIK MOBR. AL MAKTOUM
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,8,que belle can f.ps. 3 a.,RHo4V2NlSGlxNmVqWVhxZi9mVnpIUT09,16.0,Par: SEATTLE DANCER  et QUI BID (SPECTACULAR BID),1.5 (Corde:06),,STALL STOOF,H. REMMERT,MR KEVIN  WOODBURN,"54,5kg",,,,,,,HEDGESTONE MANAGEMENT
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,9,posidonas gb m.ps. 5 a.,WlBBRkdSeEt6ekVWTUtnMzZKazlmZz09,1.0,Par: SLIP ANCHOR  et TAMASSOS (DANCE IN TIME),2.5 (Corde:07),,ATHOS  CHRISTODOULOU,PFI. COLE,THOMAS-RICHARD  QUINN,"59,5kg",,,,,,,A. CHRISTODOULOU
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,10,busy flight gb m.ps. 4 a.,WSt4QlI4dW1zYWF3VHEyeXhVNjBwUT09,5.0,Par: PHARLY  et BUSTLING NELLY (BUSTINO),1/2 (Corde:10),,S.WINGFIELD  DIGBY,BW. HILLS,MICHAEL  HILLS,"59,5kg",,,,,,,SW. DIGBY
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,steward  m.ps. 4 a.,bW1QcVNNQ1YvdHBrWEUyanJuYmRJQT09,2.0,Par: SAUMAREZ  et BELLE OMBRE (DANCING BRAVE),(Corde:03),,SUC. GEORGES  COUDE,D. SEPULCHRE,MR SYLVAIN  GUILLOT,"59,5kg",,,,,,,JC. COUDE
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,nothin'leica dane aus m.ps. 5 a.,NzRJWHlKM2c2Q2N0RitqNU1UQyszZz09,3.0,Par: DANEHILL  et LEICA PRETENDER (SIR TRISTRAM),(Corde:18),,DALTON HODGE ECURIE SYNDICATE,JE. HAMMOND,GERALD  MOSSE,"59,5kg",,,,,,,ARROWFIELD GROUP PTY LTD
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,le destin  m.ps. 4 a.,TVVVTlREMCtHTGlhVDY2eTVOQWgwZz09,4.0,Par: ZAYYANI  et MY DARLING (ELA MANA MOU),(Corde:08),,MICHEL  DEBEUSSCHER,P. DEMERCASTEL,THIERRY  GILLET,"59,5kg",,,,,,,"M. DEBEUSSCHER, JC. DEBEUSSCHER"
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,yokohama usa m.ps. 6 a.,MGV3bEM3OXF1SVRUeWloSlhCRTRsUT09,10.0,Par: THEATRICAL  et GRIDDLE (OFF SHORE GAMBLE),(Corde:17),,MME ALLEN  PAULSON,MME C. HEAD,OLIVIER  DOLEUZE,"59,5kg",,,,,,,SUC. A. PAULSON
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,my emma gb f.ps. 4 a.,RHNZanF6WGpyWi9QcGJER2VERWJnUT09,12.0,Par: MARJU  et PATO (HIGH TOP),(Corde:14),,MATTHEWS BREEDING AND RACING,RAE. GUEST,DARRYLL-PAUL  HOLLAND,58 kg,,,,,,,LORD  MATTHEWS
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,ebadiyla ire f.ps. 3 a.,K25VT0dkK1preHVuYWlMNGpha3BZdz09,14.0,Par: SADLER'S WELLS  et EBAZIYA (DARSHAAN),(Corde:09),,S.A.   AGA KHAN,J. OXX,JOHN-PATRICK  MURTAGH,"54,5kg",,,,,,,S.A.  AGA KHAN
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,queen maud ire f.ps. 3 a.,TjJRdjZld1RGQWRxTWpubmxFeTd5dz09,17.0,Par: AKARAD  et MODIYNA (NISHAPOUR),(Corde:16),,GARY A.  TANAKA,J.DE ROUALLE,THIERRY  JARNET,"54,5kg",,,,,,,"BARRONSTOWN STUD,  RON CON LTD"
ZThhQWxIcVBmVmFLUGhqSjlVeVNRdz09,1997,--,gazelle royale  f.ps. 3 a.,UU0rT3pmTDFIZVN6MGg5Wm9ISnpFUT09,18.0,Par: GARDE ROYALE  et BEAUTYWAL (MAGWAL),(Corde:04),,KATSUMI  YOSHIDA,JE. HAMMOND,MICHAEL  ROBERTS,"54,5kg",,,,,,,MME J. BESNOUIN
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,1,treve  f.ps. 4 a.,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,8.0,Par: MOTIVATOR  et TREVISE (ANABAA),(Corde:03),,AL SHAQAB RACING,MME C. HEAD,THIERRY  JARNET,58 kg,2.857.000,,135.0,,,1.0,HARAS DU QUESNAY
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,2,flintshire gb m.ps. 4 a.,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,1.0,Par: DANSILI  et DANCE ROUTINE (SADLER'S WELLS),2.L (Corde:04),,SUC. KHALID  ABDULLAH,A. FABRE (S),MAXIME  GUYON,"59,5kg",1.143.000,,,,,,JUDDMONTE FARMS IRELAND
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,3,taghrooda gb f.ps. 3 a.,T2ZmWGFFYXYxWWQ2LzBDdXY0WWR5QT09,18.0,Par: SEA THE STARS  et EZIMA (SADLER'S WELLS),5/4 (Corde:15),,SHADWELL FRANCE,J. GOSDEN,PAUL  HANAGAN,"54,5kg",571.500,,,,,,SHADWELL ESTATE CO. LTD
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,4,kingston hill gb m.ps. 3 a.,MmZuaHFKMHNuc0RzbHJpN1Z3QUhEZz09,14.0,Par: MASTERCRAFTSMAN  et AUDACIEUSE (RAINBOW QUEST),3/4 (Corde:20),,P.D.  SMITH,R. VARIAN,ANDREA  ATZENI,56 kg,285.500,,,,,,RIDGECOURT STUD
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,5,dolniya  f.ps. 3 a.,WWRNU2l1QUQ4YktjMkZQUFBJRysrdz09,17.0,Par: AZAMOUR  et DALTAMA (INDIAN RIDGE),ENC (Corde:05),,S.A.   AGA KHAN,A.DE ROYER DUPRE,CHRISTOPHE  SOUMILLON,"54,5kg",143.000,,6.75,,,,S.A.  AGA KHAN
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,6,harp star jpn f.ps. 3 a.,aVIvN05EZW12VkNJa3ZyN1dXTU80QT09,19.0,Par: DEEP IMPACT  et HISTORIC STAR (FALBRAV),ENC (Corde:12),,CARROT FARM,H. MATSUDA,YUGA  KAWADA,"54,5kg",,,,,,,NORTHERN FARM
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,7,prince gibraltar  m.ps. 3 a.,T0FSOXFzQ0VpbVNickZvcm15c0FvQT09,13.0,Par: ROCK OF GIBRALTAR  et PRINCESS SOFIA (PENNEKAMP),T (Corde:09),,ECURIE LA VALLEE MARTIGNY EARL,JC. ROUGET-(S),JEAN-BERNARD  EYQUEM,56 kg,,,,,,,JF. GRIBOMONT
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,8,just a way jpn m.ps. 5 a.,RVl2a3lEc1FkYTlvdW1mV0FSRXdOUT09,7.0,Par: HEART'S CRY  et SIBYL (WILD AGAIN),CTT (Corde:14),,AKATSUKI  YAMATOYA,N. SUGAI,YUICHI  FUKUNAGA,"59,5kg",,,,,,,SHADAI CORPORATION INC
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,9,ruler of the world ire m.ps. 4 a.,T284Ny8xbGpaUUxSQXhJUDcrNTl4dz09,2.0,Par: GALILEO  et LOVE ME TRUE (KINGMAMBO),3/4 (Corde:06),,AL SHAQAB/MAGNIER/TABOR/SMITH,AP. O'BRIEN,LANFRANCO  DETTORI,"59,5kg",,,,,,1.0,SOUTHERN BLOODSTOCK
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,10,al kazeem gb m.ps. 6 a.,Wjl1NWVXZGlWdlI4dUJwSndENFY2QT09,3.0,Par: DUBAWI  et KAZEEM (DARSHAAN),NEZ (Corde:07),,DANIEL JOHN  DEER,RJ. CHARLTON,JAMES WILLIAM  DOYLE,"59,5kg",,,,,,,"DJ. DEER,MME DJ. DEER"
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,11,avenir certain  f.ps. 3 a.,REdDazBNSHVPeDUxRzdXNElncFVBQT09,16.0,Par: LE HAVRE  et PUGGY (MARK OF ESTEEM),3/4 (Corde:01),,A.CARO/G.AUGUSTIN-NORMAND,JC. ROUGET-(S),CHRISTOPHE-PATRICE  LEMAIRE,"54,5kg",,,,,,,MME E. RIBARD
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,12,siljan's saga  f.ps. 4 a.,aGV3WlRQYWh4aHhuZmdWYVJ4M2dWZz09,10.0,Par: SAGAMIX  et HUMORISTE (SAINT CYRIEN),NEZ (Corde:16),,E. PALLUAT DE BESSET / E. TASSIN,JP. GAUVIN,PIERRE-CHARLES  BOUDOT,58 kg,,,,,,,SUC. A. OUVRY
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,13,tapestry ire f.ps. 3 a.,a3ZsWE50QllNQ2p2M1hxM2pUQ2d2QT09,20.0,Par: GALILEO  et RUMPLESTILTSKIN (DANEHILL),1.L (Corde:08),,MAGNIER/TABOR/SMITH/FLAXMAN S.,AP. O'BRIEN,RYAN-LEE  MOORE,"54,5kg",,,,S,,,"ORPENDALE,SUC. S. NIARCHOS"
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,14,gold ship jpn m.ps. 5 a.,MlZBWmg3bVdCRmdqQzIxQ0lELzdIUT09,6.0,Par: STAY GOLD  et POINT FLAG (MEJIRO MCQUEEN),T (Corde:02),,KOBAYASHI EIICHI HOLDINGS LLC.,N. SUGAI,NORIHIRO  YOKOYAMA,"59,5kg",,,,,,,E. KOBAYASHI
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,15,chicquita (ire) f.ps. 4 a.,eTNtTHY4SXAxczc5ajZOTVp0OWxMZz09,9.0,Par: MONTJEU  et PRUDENZIA (DANSILI),1.5 (Corde:18),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,JOSEPH PATRICK  O'BRIEN,58 kg,,,,,,,MONCEAUX / SKYMARC
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,16,spiritjim  m.ps. 4 a.,WERKQUcxZHlmWnphSys3SjB4bXJSZz09,5.0,Par: GALILEO  et HIDDEN SILVER (ANABAA),NEZ (Corde:13),,HSPIRIT,P. BARY (S),STEPHANE  PASQUIER,"59,5kg",,,,,,,"HARAS DES SABLONNETS,COMTE H.DE TALHOUET-ROY,  BLOODSTOCK AMARVILLAS"
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,17,ectot (gb) m.ps. 3 a.,Mlp1ejhKMHZENFhrUHlqanc5V3NFZz09,11.0,Par: HURRICANE RUN  et TONNARA (LINAMIX),(Corde:10),,AL SHAQAB RACING,E. LELLOUCHE,GREGORY  BENOIST,56 kg,,,,,,1.0,MONCEAUX / SKYMARC
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,18,ivanhowe ger m.ps. 4 a.,ZGpkOS83OFFpWmJZWm1VOUdRQzk3dz09,4.0,Par: SOLDIER HOLLOW  et INDIGO GIRL (STERNKOENIG),(Corde:19),,GESTUT SCHLENDERHAN,JP. CARVALHO,WILLIAM  BUICK,"59,5kg",,,,,,,GESTUT SCHLENDERHAN
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,19,free port lux (gb) m.ps. 3 a.,c0U5QS90bmdJdFNCV3d6SWhEKzlRUT09,15.0,Par: OASIS DREAM  et ROYAL HIGHNESS (MONSUN),(Corde:17),,OLIVIER  THOMAS,FRE. HEAD (S),MICKAEL  BARZALONA,56 kg,,,,,,,ECURIE DES MONCEAUX
ZTlZWnpxR25DVmtNeGVlelFkclBNdz09,2014,20,MONTVIRON  M.PS. 3 a.,NmlmTFY0WGZ6bTB0MGI1SkxLa2hwZz09,12.0,Par: LE HAVRE  et MANITA (PEINTRE CELEBRE),(Corde:11),,GERARD  AUGUSTIN-NORMAND,E. LELLOUCHE,CYRILLE  STEFAN,56 kg,,,,,,,FRANKLIN FINANCE S.A.
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,1,sinndar ire m.ps.+,L0QxVDM5Z1RTRngwcVZQRitlVHkyUT09,5.0,Par: GRAND LODGE  et SINNTARA (LASHKARI),(Corde:07),,S.A.   AGA KHAN,J. OXX,JOHN-PATRICK  MURTAGH,56 kg,914.694,,,,,1.0,S.A.  AGA KHAN
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,2,egyptband usa f.ps. 3 a.,bTF0a1pWZWQ3N29CUVFXMTVEM3NBQT09,10.0,Par: DIXIELAND BAND  et EGYPTOWN (TOP VILLE),1.5 (Corde:09),,WERTHEIMER & FRERE,MME C. HEAD,OLIVIER  DOLEUZE,"54,5kg",365.878,,,,,,WERTHEIMER & FRERE
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,3,volvoreta gb f.ps.+,ZXh0dk9yUXEzcEJtTXR4SWZTK1drdz09,9.0,Par: SUAVE DANCER  et ROBERTIYA (DON ROBERTO),3.L (Corde:02),,SUC. ENRIQUE  SARASOLA,C. LERNER,OLIVIER  PESLIER,"54,5kg",182.939,,,,,,C. GARCIA-PARDO
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,4,Montjeu,alRCUjJscmNsR0xuQUFjV2d1cVpOZz09,2.0,,,,,JOHN HAMMOND,MICHAEL KINANE,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,5,Hightori,UWhuTjRaQjZpUGVHT1hLb0NjdVpTQT09,6.0,,,,,PHILIPPE DEMERCASTEL,GERALD MOSSE,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,6,Samum,Y0pKZlJPOWFCQkZqTmRpdkZ2Ky9OUT09,,,,,,ANDREAS SCHUTZ,ANDRASCH STARKE,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,7,Daring Miss,ejAwT1hiTXcwNk5VdEttdSs5R1lUdz09,,,,,,ANDRE FABRE,CHRISTOPHE SOUMILLON,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,8,Russian Hope,MW5QQ214MmVTQVFBVG1JWkVaYkthZz09,,,,,,HENRI-ALEX PANTALL,THIERRY JARNET,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,9,Hesiode,QUJyRWxweHNWOUJFZGovZmd3ZmVGZz09,,,,,,JEAN-CLAUDE ROUGET,FRANKIE DETTORI,,,,,,,,
aEdrbGdqZ1N1SEpncmJwUXdDUnJYUT09,2000,10,Raypour,VnR6UGVHK3NuYkkyTGNGMlpFQTkvQT09,,,,,,JOHN OXX,NIALL MCCULLAGH,,,,,,,,
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,1,carnegie ire m.ps. 3 a.,aURsenJ5KzdvSGhpOXhLT2xvN0NjZz09,0.0,Par: SADLER'S WELLS  et DETROIT (RIVERMAN),(Corde:02),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,THIERRY  JARNET,56 kg,609.796,,,,,,SWETTENHAM STUD
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,2,hernando  m.ps. 4 a.,SklKaW9ZV0k2dnlobHR2Wlk0Q1Uydz09,0.0,Par: NINISKI  et WHAKILYRIC (MISWAKI),CTE (Corde:10),,SUC. S.  NIARCHOS,SUC. F. BOUTIN,CASH  ASMUSSEN,59 kg,243.918,,38.112,,,,SUC. S. NIARCHOS
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,3,apple tree  m.ps. 5 a.,R3kwbmR3ZnRKYlpjR2NuOG5OcmJ4UT09,0.0,Par: BIKALA  et POMME ROSE (CARVIN),1/2 (Corde:01),,SULTAN  AL KABEER,A. FABRE,MR JOHN-ANDREW  REID,59 kg,121.959,,19.056,,,,SUC. P.DE MOUSSAC
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,4,ezzoud ire m.ps.+,cDlLZ3poRWZYOVZ0cVhSKzFSaHVSUT09,0.0,Par: LAST TYCOON  et ROYAL SISTER II (CLAUDE),CTE (Corde:03),,SUC. MAKTOUM  AL MAKTOUM,SIR MR. STOUTE,MR WALTER-ROBERT  SWINBURN,59 kg,60.98,,,,,,TJ. MONAGHAN
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,5,bright moon usa f.ps.+,TXBPQlhTdWpIdnE4amFzc3lvd1BtZz09,0.0,Par: ALYSHEBA  et BONSHAMILE (ILE DE BOURBON),CTT (Corde:04),,SUC. DANIEL  WILDENSTEIN,A. FABRE,OLIVIER  PESLIER,"57,5kg",,,,,,,ALLEZ FRANCE STABLES
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,6,white muzzle gb m.ps. 4 a.,R2JzOXpndkhFeWFsWVRHb3dHM0R6Zz09,0.0,Par: DANCING BRAVE  et FAIR OF THE FURZE (ELA MANA MOU),1.L (Corde:09),,TERUYA  YOSHIDA,PW. CHAPPLE-HYAM,YUTAKA  TAKE,59 kg,,,,,,,AIRLIE STUD
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,7,only royale ire f.ps. 5 a.,dFhkeERHK0JNRWpQUnQzdTE3dmp4dz09,0.0,Par: CAERLEON  et ETOILE DE PARIS (CROWNED PRINCE),ENC (Corde:07),,GIUSEPPE  SAINAGHI,LM. CUMANI,LANFRANCO  DETTORI,"57,5kg",,,,,,,BARRONSTOWN STUD
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,8,lando ger m.ps. 4 a.,KzhDK2dKUjVJM0p2eUw1VFUvT0ZSQT09,0.0,Par: ACATENANGO  et LAUREA (SHARPMAN),3/4 (Corde:20),,GESTUT HAUS ITTLINGEN,H. JENTZSCH,MICHAEL  ROBERTS,59 kg,,,,,,,GESTUT ITTLINGEN
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,9,millkom gb m.ps. 3 a.,WXNMTFRrS3h2Z3paQWNEb1RMTUh6Zz09,0.0,Par: CYRANO DE BERGERAC  et GOOD GAME (MUMMY'S GAME),T (Corde:12),,JEAN-CLAUDE  GOUR,JC. ROUGET,MR JEAN-RENE  DUBOSC,56 kg,,,,,,,RG. PERCIVAL
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,10,king's theatre ire m.ps. 3 a.,ZlFKRTluczZqT3pRdEdVOTZTVFFQZz09,0.0,Par: SADLER'S WELLS  et REGAL BEAUTY (PRINCELY NATIVE),1/2 (Corde:05),,CHEIK MOHAMMED  AL MAKTOUM,SUC. HRA. CECIL,MR MICHAEL J.  KINANE,56 kg,,,,,,,M. POLAND
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,big tobin ity m.ps. 5 a.,ZC83a3A2aGhuamwySzFzc3BXdG5Pdz09,0.0,Par: BIG REEF  et DARING TOBIN (J O TOBIN),(Corde:15),,SCUDERIA LADY COSTANZA,SUC. L. CAMICI,MAURIZIO  PASQUALE,59 kg,,,,,,,ALLEVAMENTO WHITE STAR S.R.L.
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,broadway flyer usa m.ps. 3 a.,MWFpNGd0NUlONzVmNFJXTnZtUWZNQT09,0.0,Par: THEATRICAL  et SERENA (JAN EKELS),(Corde:06),,SULTAN  AL KABEER,SUC. JW. HILLS,MICHAEL  HILLS,56 kg,,,,,,,"STONEREATH FARMS INC., G. PLAYER,SUC. A. PAULSON"
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,celtic arms  m.ps.+,VHdMRTIwSU5ob1NRRkgzK2dSUHJ0dz09,0.0,Par: COMRADE IN ARMS  et AMOUR CELTIQUE (NORTHFIELDS),(Corde:13),,JEAN-LOUIS  BOUCHARD,P. BARY,GERALD  MOSSE,56 kg,,,,,,,G. WEGLISZEWSKI
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,dancienne  f.ps. 4 a.,eUN1b2p2LzY1blY2Y2NKV2JVWk5YUT09,0.0,Par: GROOM DANCER  et TERMIENNE (ARMOS),(Corde:18),,HIDEO  YOKOYAMA,E. LELLOUCHE,YUKIO  OKABE,"57,5kg",,,,,,,"MME N. SARMANT-PIAU, ML. WARNER JR,SUC. C. SARMANT"
ZHAza0JCa2FHMmZ6bkM1dmtLNXhzUT09,1994,--,intrepidity gb f.ps. 4 a.,alFQYXlRZVR4cmdQZXM3ZVRNM1NSUT09,0.0,Par: SADLER'S WELLS  et INTREPID LADY (BOLD RULER),(Corde:08),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,SUC. PAT  EDDERY,"57,5kg",,,,,,,MJ. RYAN
