id,annee,Place,Cheval,ChevalId,N°,Père/Mère,Écart au précédent,Couleurs,Propriétaire,Entraîneur,Jockey,Poids,Gain,Prim. prop.,Prim. elev.,Suppl.,Œil.,Écurie.,Éleveurs
Tmg4UnR3VzdQNEFSVjNqNjBVMlc5QT09,2012,--,robin hood ire m.ps. 4 a.,QkhLaXpvdlBPbTdCT1MzK1pKWUhwdz09,5.0,Par: GALILEO  et BANQUISE (LAST TYCOON),(Corde:12),,MME J. MAGNIER/M.TABOR/D.SMITH,AP. O'BRIEN,JAMES-ANTHONY  HEFFERNAN,"59,5kg",,,,,,1.0,LYNCH-BAGES LTD
Tmg4UnR3VzdQNEFSVjNqNjBVMlc5QT09,2012,--,AVENTINO JPN M.PS. 8 a.,OVpZYW9WQ1g1cHY5RGhsUGxFSGpqQT09,7.0,Par: JUNGLE POCKET  et ASSAM HILL (SUNDAY SILENCE),(Corde:08),,MME KAZUKO  YOSHIDA,Y. IKEE,ANTHONY  CRASTUS,"59,5kg",,,,,,,SHADAI CORPORATION INC
Tmg4UnR3VzdQNEFSVjNqNjBVMlc5QT09,2012,--,kesampour  m.ps. 3 a.,Y1NPME5DajJaSnVhQjgwczVJZlNRQT09,12.0,Par: KING'S BEST  et KASATANA (HERNANDO),(Corde:15),,S.A.   AGA KHAN,M. DELZANGLES,GREGORY  BENOIST,56 kg,,,,,,2.0,S.A.  AGA KHAN
Tmg4UnR3VzdQNEFSVjNqNjBVMlc5QT09,2012,--,ernest hemingway ire m.ps. 3 a.,d2krK3hvYUhLdlRLZjZMTzRZK2FnUT09,15.0,Par: GALILEO  et CASSYDORA (DARSHAAN),(Corde:04),,MME J. MAGNIER/M.TABOR/D.SMITH,AP. O'BRIEN,COLM  O'DONOGHUE,56 kg,,,,,,1.0,BARRONSTOWN STUD
Tmg4UnR3VzdQNEFSVjNqNjBVMlc5QT09,2012,--,saonois  m.ps. 3 a.,YXJKMFBUYzhRSkE5UnhrLzlFNjVnQT09,16.0,Par: CHICHICASTENANGO  et SAONOISE (HOMME DE LOI),(Corde:02),,PASCAL  TREYVE,JP. GAUVIN,ANTOINE  HAMELIN,56 kg,,,,S,,,EARL  HARAS DE NONANT LE PIN
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,1,urban sea usa f.ps. 4 a.,QVBjY3U4T0hlMHhpcHpRQndEKzQwUT09,0.0,Par: MISWAKI  et ALLEGRETTA (LOMBARD),(Corde:09),,DAVID  TSUI,J. LESBORDES,MR ERIC  SAINT-MARTIN,"57,5kg",762.245,,,,,,MARYSTEAD FARM
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,2,white muzzle gb m.ps. 3 a.,R2JzOXpndkhFeWFsWVRHb3dHM0R6Zz09,0.0,Par: DANCING BRAVE  et FAIR OF THE FURZE (ELA MANA MOU),ENC (Corde:23),,SUCC ZENYA YOSHIDA,PW. CHAPPLE-HYAM,MR JOHN-ANDREW  REID,56 kg,304.898,,,,,,AIRLIE STUD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,3,opera house gb m.ps. 5 a.,Z3hBWVB1RWpmV20xa3MrcnVnVFFkUT09,0.0,Par: SADLER'S WELLS  et COLORSPIN (HIGH TOP),1/2 (Corde:15),,CHEIK MOHAMMED  AL MAKTOUM,SIR MR. STOUTE,MICHAEL  ROBERTS,59 kg,152.449,,,,,,MEON VALLEY STUD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,4,intrepidity gb f.ps. 3 a.,alFQYXlRZVR4cmdQZXM3ZVRNM1NSUT09,0.0,Par: SADLER'S WELLS  et INTREPID LADY (BOLD RULER),3/4 (Corde:14),,CHEIK MOHAMMED  AL MAKTOUM,A. FABRE,THIERRY  JARNET,"54,5kg",76.225,,,,,,MJ. RYAN
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,5,only royale ire f.ps. 4 a.,dFhkeERHK0JNRWpQUnQzdTE3dmp4dz09,0.0,Par: CAERLEON  et ETOILE DE PARIS (CROWNED PRINCE),1.L (Corde:16),,GIUSEPPE  SAINAGHI,LM. CUMANI,RAYMOND  COCHRANE,"57,5kg",,,,,,,BARRONSTOWN STUD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,6,bob's return ire m.ps. 3 a.,UFJyRjg3WkxsaVdXWDllTUtncnhXZz09,0.0,Par: BOB BACK  et QUALITY OF LIFE (AUCTION RING),1.5 (Corde:12),,MME G.A.E.  SMITH,MH. TOMPKINS,PHILIP-PETER  ROBINSON,56 kg,,,,,,,BARONRATH STUD LTD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,7,misil usa m.ps. 5 a.,U0FsaDZKaXQ1M04veHZjZ2g1S0JQQT09,0.0,Par: MISWAKI  et APRIL EDGE (THE AXE II),3/4 (Corde:11),,LAGHI SNC DI G. SAIBENE,V. CARUSO,LANFRANCO  DETTORI,59 kg,,,,,,,GW. HUMPHREY
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,8,talloires usa m.ps. 3 a.,OVg2WjhoZDJ4alM3VnRwbU9XR1I1Zz09,0.0,Par: TREMPOLINO  et LOGICIEL (KNOWN FACT),1/2 (Corde:19),,SUC. PAUL DE MOUSSAC,A. FABRE,OLIVIER  PESLIER,56 kg,,,,,,,MARYSTEAD FARM
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,9,vert amande  m.ps. 5 a.,Rm4yclZydUFyWTBBTFNaaDVPN09NUT09,0.0,Par: KENMARE  et LADY BERRY (VIOLON D'INGRES),1.5 (Corde:10),,SUC. ENRIQUE  SARASOLA,E. LELLOUCHE,MR FREDERIC  HEAD,59 kg,,,,,,,SUC. G.DE ROTHSCHILD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,10,market booster usa f.ps. 4 a.,eVh6UmRFeUhzVlVZWkxUcDN0WEh6dz09,0.0,Par: GREEN DANCER  et FINAL FIGURE (SUPER CONCORDE),1/2 (Corde:20),,MOYGLARE STUD FARM LTD,DK. WELD,MR MICHAEL J.  KINANE,"57,5kg",,,,,,,MOYGLARE STUD FARM LTD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,always friendly gb f.ps. 5 a.,Z1NpdDJNU085QVJsNGFTNEJCampOZz09,0.0,Par: HIGH LINE  et WISE SPECULATION (MR PROSPECTOR),(Corde:21),,SUC. FAHD  SALMAN,H. CANDY,ALAN-KEITH  MUNRO,"57,5kg",,,,,,,BLACK HILLS STUD LTD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,armiger gb m.ps. 3 a.,U05CRWlMR0VRUStmRTk1QldwRjFDUT09,0.0,Par: RAINBOW QUEST  et ARMERIA (NORTHERN DANCER),(Corde:02),,SUC. KHALID  ABDULLAH,SUC. HRA. CECIL,WILLIAM-FISCHER  CARSON,56 kg,,,,,,,JUDDMONTE FARMS IRELAND
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,badolato usa m.ps.+,ZHAvNEJLUVBYTG0rdFRIZzR5QnZSdz09,0.0,Par: FAR NORTH  et ABSARETCH (DANCER'S IMAGE),(Corde:07),,SUC. PETER  BAUMGARTNER,A. SPANU,MR JEAN-MICHEL  BREUX,56 kg,,,,,,,P. FULLER
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,bright moon usa f.ps.+,TXBPQlhTdWpIdnE4amFzc3lvd1BtZz09,0.0,Par: ALYSHEBA  et BONSHAMILE (ILE DE BOURBON),(Corde:06),,SUC. DANIEL  WILDENSTEIN,A. FABRE,MR SYLVAIN  GUILLOT,"54,5kg",,,,,,,ALLEZ FRANCE STABLES
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,dancienne  f.ps. 3 a.,eUN1b2p2LzY1blY2Y2NKV2JVWk5YUT09,0.0,Par: GROOM DANCER  et TERMIENNE (ARMOS),(Corde:05),,HIDEO  YOKOYAMA,E. LELLOUCHE,MR DOMINIQUE  BOEUF,"54,5kg",,,,,,,"MME N. SARMANT-PIAU, ML. WARNER JR,SUC. C. SARMANT"
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,dariyoun usa m.ps. 5 a.,THRoZUJPek96MWVHSmhscGVSWUYxZz09,0.0,Par: SHAHRASTANI  et DARARA (TOP VILLE),(Corde:08),,MME MARIA-SOLEDAD  VIDAL,C. LAFFON-PARIAS,OLIVIER  DOLEUZE,59 kg,,,,,,,S.A.  AGA KHAN
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,ezzoud ire m.ps.+,cDlLZ3poRWZYOVZ0cVhSKzFSaHVSUT09,0.0,Par: LAST TYCOON  et ROYAL SISTER II (CLAUDE),(Corde:18),,SUC. MAKTOUM  AL MAKTOUM,SIR MR. STOUTE,MR WALTER-ROBERT  SWINBURN,59 kg,,,,,,,TJ. MONAGHAN
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,garden of heaven usa m.ps. 4 a.,eElsRDdPZm9sSnlWMm04OFZpVWxwdz09,0.0,Par: ARCTIC TERN  et GARDEN OF EDEN (EXBURY),(Corde:22),,B. H.  VOAK,CE. BRITTAIN,THOMAS-RICHARD  QUINN,59 kg,,,,,,,E. SELTZER
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,hernando  m.ps. 3 a.,SklKaW9ZV0k2dnlobHR2Wlk0Q1Uydz09,0.0,Par: NINISKI  et WHAKILYRIC (MISWAKI),(Corde:13),,SUC. S.  NIARCHOS,SUC. F. BOUTIN,CASH  ASMUSSEN,56 kg,,,,,,,SUC. S. NIARCHOS
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,platini ger m.ps. 4 a.,UHVSSUNTdnUreXRTb2RQMVFmSyt3QT09,0.0,Par: SURUMU  et PRAIRIE DARLING (STANFORD),(Corde:17),,STALL STEIGENBERGER,SUC. B. SCHUTZ,MARK  RIMMER,59 kg,,,,,,,"MME E. STEIGENBERGER,MME A. STEIGENBERGER"
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,shemaka ire f.ps. 3 a.,cG9yMjJwcktlSks4SkprUk9adHJxZz09,0.0,Par: NISHAPOUR  et SHASHNA (BLAKENEY),(Corde:03),,S.A.   AGA KHAN,A.DE ROYER DUPRE,GERALD  MOSSE,"54,5kg",,,,,,,S.A.  AGA KHAN
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,user friendly gb f.ps. 4 a.,Q3ZYa212Wmh1MmVkOGtGRUJCZ0EyUT09,0.0,Par: SLIP ANCHOR  et ROSTOVA (BLAKENEY),(Corde:01),,WILLIAM-JEROME  GREDLEY,CE. BRITTAIN,GEORGE  DUFFIELD,"57,5kg",,,,,,,STETCHWORTH PARK STUD
L0x5MXVOQjl5UjdDSWdFZjc2d0ZLZz09,1993,--,wemyss bight gb f.ps. 3 a.,a01MV1dLUWRObXZaQXlmZS9mZGpSQT09,0.0,Par: DANCING BRAVE  et BAHAMIAN (MILL REEF),(Corde:04),,SUC. KHALID  ABDULLAH,A. FABRE,SUC. PAT  EDDERY,"54,5kg",,,,,,,JUDDMONTE FARMS IRELAND
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,1,enable gb f.ps. 4 a.,cHRPK0JXeWl3U2d5a3Y0T0xiSHBQQT09,10.0,Par: NATHANIEL  et CONCENTRIC (SADLER'S WELLS),(Corde:06),,SUC. KHALID  ABDULLAH,J. GOSDEN,LANFRANCO  DETTORI,58 kg,2.857.000,,,,,,JUDDMONTE FARMS IRELAND
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,2,sea of class ire f.ps. 3 a.,MnlGN1A4ZHhhYWlLM3ZsVTBZaUhNdz09,19.0,Par: SEA THE STARS  et HOLY MOON (HERNANDO),CTE (Corde:15),,SUNDERLAND HOLDING INC.,WJ. HAGGAS,JAMES WILLIAM  DOYLE,55 kg,1.143.000,,,S,,,RAZZA DEL VELINO SRL
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,3,cloth of stars ire m.ps. 5 a.,c2FDVXVlclNjNExrNk9ZSjJLaEgwUT09,6.0,Par: SEA THE STARS  et STRAWBERRY FLEDGE (KINGMAMBO),3/4 (Corde:09),,GODOLPHIN SNC,A. FABRE (S),VINCENT  CHEMINAUD,"59,5kg",571.500,,,,,2.0,P. ANASTASIOU
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,4,waldgeist gb m.ps. 4 a.,RG1DS2Y3R0tTdWJjNmk1ZWpuelpmQT09,5.0,Par: GALILEO  et WALDLERCHE (MONSUN),3/4 (Corde:13),,GESTUT AMMERLAND/NEWSELLS PARK,A. FABRE (S),PIERRE-CHARLES  BOUDOT,"59,5kg",285.500,,,,,,THE WALDLERCHE PARTNERSHIP
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,5,capri ire m.ps. 4 a.,aVNwNVk4YjBqZis5Yjc4K1NKbHJOZz09,3.0,Par: GALILEO  et DIALAFARA (ANABAA),1.5 (Corde:04),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,DONNACHA AIDAN  O'BRIEN,"59,5kg",143.000,,,,,1.0,"LYNCH-BAGES LTD,  CAMAS PARK STUD"
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,6,salouen ire m.ps. 4 a.,aWtjV3FPTU0yK3ZuSmJldXJCR042Zz09,2.0,Par: CANFORD CLIFFS  et GALI GAL (GALILEO),1/2 (Corde:07),,HIRAN  BALASURIYA,S. KIRK,OISIN  MURPHY,"59,5kg",,,,,,,SILVERCON EDGERODGE LTD
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,7,kew gardens ire m.ps. 3 a.,OTE4NWgvczJmSkVIR0ROUnNpa09EZz09,13.0,Par: GALILEO  et CHELSEA ROSE (DESERT KING),ENC (Corde:14),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,RYAN-LEE  MOORE,"56,5kg",,,,,,1.0,BARRONSTOWN STUD
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,8,nelson ire m.ps. 3 a.,S0RNK2hRbnlXdWM1VE5ZNHAzdno1Zz09,17.0,Par: FRANKEL  et MOONSTONE (DALAKHANI),ENC (Corde:03),,MME J. MAGNIER/M.TABOR/D.SMITH,AP. O'BRIEN,MICHAEL CHRISTOPHER  HUSSEY,"56,5kg",,,,,,3.0,"ORPENDALE,  CHELSTON (IRELAND),  WYNATT"
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,9,study of man ire m.ps. 3 a.,Q3Y2c2JyZ0IwdVhVYnhMRnk1UHVFZz09,14.0,Par: DEEP IMPACT  et SECOND HAPPINESS (STORM CAT),CTE (Corde:19),,FLAXMAN STABLES IRELAND L.T.D,P. BARY (S),STEPHANE  PASQUIER,"56,5kg",,,,,,,FLAXMAN STABLES IRELAND L.T.D
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,10,magical ire f.ps. 3 a.,SVBpN2FvMnJyN1hZYkJ2dUNVRWxDUT09,18.0,Par: GALILEO  et HALFWAY TO HEAVEN (PIVOTAL),3/4 (Corde:16),,D.SMITH/MME J.MAGNIER/M.TABOR,AP. O'BRIEN,WAYNE-MARTIN  LORDAN,55 kg,,,,,,1.0,"ORPENDALE,  CHELSTON (IRELAND),  WYNATT"
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,11,way to paris gb m.ps. 5 a.,RlZKZW5yTVkxQ2VLUG1OSTlMMytGZz09,4.0,Par: CHAMPS ELYSEES  et GREY WAY (COZZENE),1/2 (Corde:10),,PAOLO  FERRARIO,A. MARCIALIS,GERALD  MOSSE,"59,5kg",,,,,,,GRUNDY BLOODSTOCK LTD
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,12,tiberian  m.ps. 6 a.,Mm9SblZqMzJiYkUyK3EwNkdVTkJ1QT09,8.0,Par: TIBERIUS CAESAR  et TOAMASINA (MARJU),3/4 (Corde:05),,H.DU LOGIS/H. VOLZ/S. FALK/ATB,A. COUETIL (S),WILLIAM  BUICK,"59,5kg",,,,,,,"EARL  HARAS DU LOGIS, J. INCE, S. FALK, HEL. VOLZ"
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,13,talismanic gb m.ps. 5 a.,Z2I5elZrWUt2dW1KQ0lvb2lvVFhTdz09,7.0,Par: MEDAGLIA D'ORO  et MAGIC MISSION (MACHIAVELLIAN),4.5 (Corde:08),,GODOLPHIN SNC,A. FABRE (S),MICKAEL  BARZALONA,"59,5kg",,,,,,2.0,DARLEY STUD MANAGEMENT CO. LTD
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,14,patascoy  h.ps. 3 a.,MGhOQitWN0dBWE1aYWNXbXNQemNKZz09,12.0,Par: WOOTTON BASSETT  et NOBLE WORLD (WINGED LOVE),CTE (Corde:02),,SUC. ROBERTO  COCHETEUX TIERNO,X. THOMAS DEMEAULTE,OLIVIER  PESLIER,"56,5kg",,,,,,,MME B. MOSER
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,15,defoe ire h.ps. 4 a.,dytmNjY1aXBDZzhnc1R2U2VlTk42dz09,1.0,Par: DALAKHANI  et DULKASHE (PIVOTAL),1/2 (Corde:18),,CHEIK MOHAMMED OBAID  AL MAKTOUM,R. VARIAN,ANDREA  ATZENI,"59,5kg",,,,,,,DARLEY STUD MANAGEMENT CO. LTD
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,16,hunting horn ire m.ps. 3 a.,d3cyTC9aMW9MbnFkUk9JVUpYVzhyQT09,16.0,Par: CAMELOT  et MORA BAI (INDIAN RIDGE),4.5 (Corde:12),,MME J. MAGNIER/M.TABOR/D.SMITH,AP. O'BRIEN,JAMES-ANTHONY  HEFFERNAN,"56,5kg",,,,,,3.0,"LYNCH-BAGES LTD,  RHINESTONE BLOODSTOCK"
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,17,clincher jpn m.ps. 4 a.,RWQ1TlhMdGFJMUhUS0dhQksxc3M1QT09,9.0,Par: DEEP SKY  et THE FATES (BRIAN'S TIME),(Corde:01),,KOJI  MAEDA,H. MIYAMOTO,YUTAKA  TAKE,"59,5kg",,,,,,,HIRAYAMA BOKUJO
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,18,neufbosc  m.ps. 3 a.,ZkZSOXRjWEVteXM3QXNBb1A2WUtZUT09,11.0,Par: MASTERCRAFTSMAN  et NONSUCH WAY (VERGLAS),(Corde:11),,GERARD  AUGUSTIN-NORMAND,MME P. BRANDT,CRISTIAN  DEMURO,"56,5kg",,,,,,,FRANKLIN FINANCE S.A.
VWx6R3k1MTVUNWFtY2lac1J1MGRpdz09,2018,19,louis d'or (ire) m.ps. 3 a.,WEtWMjBnZEtPSmV1SnAyOVg1dkpSUT09,15.0,Par: INTELLO  et SOUDANAISE (PEINTRE CELEBRE),(Corde:17),,CAMILLE  GARNIER,T. CASTANHEIRA (S),ANTOINE  HAMELIN,"56,5kg",,,,,,,DAYTON INVESTMENTS LTD
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,1,sottsass  m.ps. 4 a.,VmpxdVlzR1R1VGNtdUxJOGVxL0VGZz09,7.0,Par: SIYOUNI  et STARLET'S SISTER (GALILEO),(Corde:04),,WHITE BIRCH FARM,JC. ROUGET (S),CRISTIAN  DEMURO,"59,5kg",1.926.760,,91.044,,,,ECURIE DES MONCEAUX
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,2,in swoop ire m.ps. 3 a.,OEtVY3N1ZmxHVTNwUTlQVWdDdXZDZz09,12.0,Par: ADLERFLUG  et IOTA (TIGER HILL),ENC (Corde:01),,GESTUT SCHLENDERHAN,FH. GRAFFARD (S),RONAN  THOMAS,"56,5kg",770.839,,,,,,STALL ULLMANN
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,3,persian king (ire) m.ps. 4 a.,eHZpS0hMSTB6OHFVZTlQMmZUTWY4dz09,1.0,Par: KINGMAN  et PRETTY PLEASE (DYLAN THOMAS),7/4 (Corde:07),,BALLYMORE/GODOLPHIN SNC,A. FABRE (S),PIERRE-CHARLES  BOUDOT,"59,5kg",385.419,,18.209,,,,DAYTON INVESTMENTS LTD
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,4,gold trip  m.ps. 3 a.,MHlnYUcrbnUvU0trTU1Gd1krQjhFQT09,10.0,Par: OUTSTRIP  et SARVANA (DUBAI DESTINATION),T (Corde:09),,ECURIE JEAN-LOUIS BOUCHARD,F. CHAPPET,STEPHANE  PASQUIER,"56,5kg",192.541,,9.104,,,,M. MONFORT
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,5,raabihah usa f.ps. 3 a.,L21YajJPdkRTQkVURUtZSnozMm1HUT09,15.0,Par: SEA THE STARS  et GARMOOSHA (KINGMAMBO),2.L (Corde:02),,SHADWELL FRANCE,JC. ROUGET (S),MAXIME  GUYON,55 kg,96.439,,,,,,SHADWELL FARM
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,6,enable gb f.ps. 6 a.,cHRPK0JXeWl3U2d5a3Y0T0xiSHBQQT09,8.0,Par: NATHANIEL  et CONCENTRIC (SADLER'S WELLS),2.L (Corde:05),,SUC. KHALID  ABDULLAH,J. GOSDEN,LANFRANCO  DETTORI,58 kg,,,,,,,JUDDMONTE FARMS IRELAND
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,7,stradivarius ire m.ps. 6 a.,WmxLeERDdTRtZTBTaVFOTnhzY0kwUT09,6.0,Par: SEA THE STARS  et PRIVATE LIFE (BERING),1/2 (Corde:14),,BJORN E.  NIELSEN,J. GOSDEN,OLIVIER  PESLIER,"59,5kg",,,,,,,BE. NIELSEN
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,8,deirdre jpn f.ps. 6 a.,VEo0Z2ttM2xvSGhIdFV6aUVOUjBIUT09,9.0,Par: HARBINGER  et REIZEND (SPECIAL WEEK),2.5 (Corde:12),,TOJI  MORITA,M. HASHIDA,JAMES PETER  SPENCER,58 kg,,,,,,,NORTHERN FARM
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,9,way to paris gb m.ps. 7 a.,RlZKZW5yTVkxQ2VLUG1OSTlMMytGZz09,3.0,Par: CHAMPS ELYSEES  et GREY WAY (COZZENE),NEZ (Corde:06),,PAOLO  FERRARIO,A. MARCIALIS,IORITZ  MENDIZABAL,"59,5kg",,,,,,,GRUNDY BLOODSTOCK LTD
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,10,royal julius ire m.ps. 7 a.,czliWEdqRDNROWtwMmtHMThuN3JEdz09,2.0,Par: ROYAL APPLAUSE  et HFLAH (DUBAWI),3/4 (Corde:08),,JEAN-JACQUES  BIARESE,J. REYNIER,SHANE  FOLEY,"59,5kg",,,,,,,OLD CARHUE STUD
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,11,chachnak  m.ps. 3 a.,aE9ndDRLT1ZtMjZFQkJQb0x6MDZGUT09,11.0,Par: KINGMAN  et TAMAZIRTE (DANEHILL DANCER),20L (Corde:13),,ECURIE LA VALLEE MARTIGNY EARL,F. VERMEULEN (S),TONY  PICCONE,"56,5kg",,,,,,,"ECURIE LA VALLEE MARTIGNY EARL,  ECURIE DU LOUP"
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,NP,JAPAN,aER2UWw3NU5WUWlhNHZoRno1Y1FJdz09,4.0,CAS DE FORCE MAJEURE,,,,,,,,,,,,,
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,NP,SOVEREIGN,dVloNTQvczdqZUlRWWxqZjI2Tksxdz09,5.0,CAS DE FORCE MAJEURE,,,,,,,,,,,,,
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,NP,MOGUL,bkl3RXJaS3dIdXk0OTdjZWFpby93dz09,13.0,CAS DE FORCE MAJEURE,,,,,,,,,,,,,
dXdodlJzTFVzMUFRT0FrOERIWDIyQT09,2020,NP,SERPENTINE,akRHUjRXMk50TFVOcXRFZ3ZYUVU0dz09,14.0,CAS DE FORCE MAJEURE,,,,,,,,,,,,,
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,1,treve  f.ps. 3 a.,d2JMa2NYejhOVDh1OUMzNW9CT2c4UT09,18.0,Par: MOTIVATOR  et TREVISE (ANABAA),(Corde:15),,CHEIK JOAAN BIN HAMAD  AL THANI,MME C. HEAD,THIERRY  JARNET,"54,5kg",2.742.720,,87.995,S,,,HARAS DU QUESNAY
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,2,orfevre jpn m.ps. 5 a.,V0swazNFZzMvaCtad3ZUNTdiNmRVUT09,6.0,Par: STAY GOLD  et ORIENTAL ART (MEJIRO MCQUEEN),5.L (Corde:08),,SUNDAY RACING CO. LTD,Y. IKEE,CHRISTOPHE  SOUMILLON,"59,5kg",1.097.280,,,,,,SHADAI CORPORATION INC
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,3,intello (ger) m.ps. 3 a.,Rm8xbnU4bFU3SkNHTmUvajc2c0xYUT09,17.0,Par: GALILEO  et IMPRESSIONNANTE (DANEHILL),ENC (Corde:09),,WERTHEIMER & FRERE,A. FABRE (S),OLIVIER  PESLIER,56 kg,548.640,,17.602,,,,WERTHEIMER & FRERE
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,4,kizuna jpn m.ps. 3 a.,UVFkMzhzblJXZ2pma04rVDRYTGV6dz09,14.0,Par: DEEP IMPACT  et CATEQUIL (STORM CAT),2.L (Corde:11),,SHINJI  MAEDA,S. SASAKI,YUTAKA  TAKE,56 kg,274.080,,,,,,NORTH HILLS CO. LTD
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,5,penglai pavilion usa h.ps. 3 a.,c0hTZWZ6bWIyRHhkMEhsK3NYOTdZdz09,13.0,Par: MONSUN  et MAIDEN TOWER (GROOM DANCER),2.L (Corde:10),,DARLEY SNC,A. FABRE (S),MICKAEL  BARZALONA,56 kg,137.280,,,,,,DARLEY STUD MANAGEMENT CO. LTD
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,6,al kazeem gb m.ps. 5 a.,Wjl1NWVXZGlWdlI4dUJwSndENFY2QT09,3.0,Par: DUBAWI  et KAZEEM (DARSHAAN),2.L (Corde:18),,DANIEL JOHN  DEER,RJ. CHARLTON,JAMES WILLIAM  DOYLE,"59,5kg",,,,,,,"DJ. DEER,MME DJ. DEER"
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,7,ruler of the world ire m.ps. 3 a.,T284Ny8xbGpaUUxSQXhJUDcrNTl4dz09,15.0,Par: GALILEO  et LOVE ME TRUE (KINGMAMBO),CTT (Corde:06),,MME J. MAGNIER/M.TABOR/D.SMITH,AP. O'BRIEN,RYAN-LEE  MOORE,56 kg,,,,,,1.0,SOUTHERN BLOODSTOCK
THhJSjhIcmx4eEx1Sm1XMy92WWVOdz09,2013,8,flintshire gb m.ps. 3 a.,d29nU2FtRTVHbGN3NGl5S2JOUlljdz09,10.0,Par: DANSILI  et DANCE ROUTINE (SADLER'S WELLS),3/4 (Corde:07),,SUC. KHALID  ABDULLAH,A. FABRE (S),MAXIME  GUYON,56 kg,,,,,,,JUDDMONTE FARMS IRELAND
